ticker,name_x,search_query
TPL,TEXAS PACIFIC LAND CORP,texas pacific land
CHPT,CHARGEPOINT HOLDINGS INC CLASS A,chargepoint holdings
LPRO,OPEN LENDING CORP CLASS A,open lending
CVAC,CUREVAC NV,curevac
PSFE,PAYSAFE LTD,paysafe
RIOT,RIOT BLOCKCHAIN INC,riot blockchain
FSR,FISKER INC CLASS A,fisker
MARA,MARATHON DIGITAL HOLDINGS INC,marathon digital holdings
MP,MP MATERIALS CORP CLASS A,mp materials
CRC,CALIFORNIA RESOURCES CORP,california resources
OAS,OASIS PETROLEUM INC,oasis petroleum
BNGO,BIONANO GENOMICS INC,bionano genomics
DNMR,DANIMER SCIENTIFIC INC CLASS A,danimer scientific
BLNK,BLINK CHARGING,blink charging
OCGN,OCUGEN INC,ocugen
HYLN,HYLIION HOLDINGS CORP CLASS A,hyliion holdings
DSEY,DIVERSEY HOLDINGS LTD,diversey holdings
UTZ,UTZ BRANDS INC CLASS A,utz brands
MNMD,MIND MEDICINE SUBORDINATE VOTING I,mind medicine subordinate
IDEX,IDEANOMICS INC,ideanomics
HAYW,HAYWARD HOLDINGS INC,hayward holdings
NFE,NEW FORTRESS ENERGY INC CLASS A,new fortress energy
TRIL,TRILLIUM THERAPEUTICS INC,trillium therapeutics
AVO,MISSION PRODUCE INC,mission produce
TTCF,TATTOOED CHEF INC CLASS A,tattooed chef
XOG,EXTRACTION OIL & GAS INC,extraction oil gas
PAYA,PAYA HOLDINGS INC CLASS A,paya holdings
DM,DESKTOP METAL INC CLASS A,desktop metal
RXRX,RECURSION PHARMACEUTICALS INC CLAS,recursion pharmaceuticals clas
APPH,APPHARVEST INC,appharvest
BRBS,BLUE RIDGE BANKSHARES INC,blue ridge bankshares
ZY,ZYMERGEN INC,zymergen
RADI,RADIUS GLOBAL INFRASTRUCTURE INC C,radius global infrastructure
ADV,ADVANTAGE SOLUTIONS INC CLASS A,advantage solutions
VIEW,VIEW INC CLASS A,view
BRSP,BRIGHTSPIRE CAPITAL INC CLASS A,brightspire capital
PCT,PURECYCLE TECHNOLOGIES INC,purecycle technologies
GOEV,CANOO INC CLASS A,canoo
POWW,AMMO INC,ammo
HRMY,HARMONY BIOSCIENCES HLDG INC,harmony biosciences hldg
RSI,RUSH STREET INTERACTIVE INC CLASS,rush street interactive
CLSK,CLEANSPARK INC,cleanspark
FREE,WHOLE EARTH BRANDS INC CLASS A,whole earth brands
AGTI,AGILITI INC,agiliti
PLBY,PLBY GROUP INC,plby group
ETWO,E2OPEN PARENT HOLDINGS INC CLASS A,e2open parent holdings
RCEL,AVITA THERAPEUTICS INC,avita therapeutics
NAPA,DUCKHORN PORTFOLIO INC,duckhorn portfolio
FOA,FINANCE OF AMERICA COMPANIES INC C,finance america companies
GNUS,GENIUS BRANDS INTERNATIONAL INC,genius brands international
BFLY,BUTTERFLY NETWORK INC CLASS A,butterfly network
CLPT,CLEARPOINT NEURO INC,clearpoint neuro
CTXR,CITIUS PHARMACEUTICALS INC,citius pharmaceuticals
CSSE,CHICKEN SOUP FOR THE SOUL ENTERTAI,chicken soup for the soul entertai
SQZ,SQZ BIOTECHNOLOGIES COMPANY,sqz biotechnologies
MMAT,META MATERIALS INC,meta materials
FUV,ARCIMOTO INC,arcimoto
KMPH,KEMPHARM INC,kempharm
TMCI,TREACE MEDICAL CONCEPTS INC,treace medical concepts
NOTV,INOTIV INC,inotiv
NUVB,NUVATION BIO INC CLASS A,nuvation bio
GNOG,GOLDEN NUGGET ONLINE GAMING INC CL,golden nugget online gaming cl
HYRE,HYRECAR INC,hyrecar
INNV,INNOVAGE HOLDING CORP,innovage holding
OUST,OUSTER INC CLASS A,ouster
ONCR,ONCORUS INC,oncorus
COGT,COGENT BIOSCIENCES INC,cogent biosciences
VEI,VINE ENERGY INC CLASS A,vine energy
RMO,ROMEO POWER INC CLASS A,romeo power
CURI,CURIOSITYSTREAM CLASS A,curiositystream
AEVA,AEVA TECHNOLOGIES INC,aeva technologies
UAVS,AGEAGLE AERIAL SYS INC,ageagle aerial sys
CDAK,CODIAK BIOSCIENCES,codiak biosciences
DSGN,DESIGN THERAPEUTICS INC,design therapeutics
REKR,REKOR SYSTEMS INC,rekor systems
EWTX,EDGEWISE THERAPEUTICS INC,edgewise therapeutics
DTM,DT MIDSTREAM INC,dt midstream
GXO,GXO LOGISTICS INC,gxo logistics
VSCO,VICTORIA S SECRET,victoria secret
ECVT,ECOVYST INC,ecovyst
ORMP,ORAMED PHARMACEUTICALS INC,oramed pharmaceuticals
BMTX,BM TECHNOLOGIES INC CLASS A,bm technologies
ARKO,ARKO,arko
CNM,CORE & MAIN INC CLASS A,core main
ADGI,ADAGIO THERAPEUTICS INC,adagio therapeutics
MCW,MISTER CAR WASH INC,mister car wash
VERV,VERVE THERAPEUTICS INC,verve therapeutics
EOSE,EOS ENERGY ENTERPRISES INC CLASS A,eos energy enterprises
PECO,PHILLIPS EDISON AND COMPANY INC,phillips edison and
FLYW,FLYWIRE CORP,flywire
LZ,LEGALZOOM COM INC,legalzoom
GCMG,GCM GROSVENOR INC CLASS A,gcm grosvenor
CRBU,CARIBOU BIOSCIENCES INC,caribou biosciences
BHG,BRIGHT HEALTH GROUP INC,bright health group
BYRN,BYRNA TECHNOLOGIES INC,byrna technologies
ICVX,ICOSAVAX INC,icosavax
TSE,TRINSEO SA,trinseo
SLVM,SYLVAMO CORP,sylvamo
ERAS,ERASCA INC,erasca
TIL,INSTIL BIO INC,instil bio
CTOS,CUSTOM TRUCK ONE SOURCE INC,custom truck one source
FBRT,CAPSTEAD MORTGAGE REIT CORP,capstead mortgage reit
CTKB,CYTEK BIOSCIENCES INC,cytek biosciences
BLFY,BLUE FOUNDRY BANCORP,blue foundry bancorp
AMBP,ARDAGH METAL PACKAGING SA,ardagh metal packaging
KD,KYNDRYL HOLDINGS INC,kyndryl holdings
CIVI,CIVITAS RESOURCES INC,civitas resources
TSE,TRINSEO PLC,trinseo
ONL,ORION OFFICE REIT INC,orion office reit
TSVT,2SEVENTY BIO INC,2seventy bio
LYLT,LOYALTY VENTURES INC,loyalty ventures
FBRT,FRANKLIN BSP REALTY TRUST INC,franklin bsp realty
IAS,INTEGRAL AD SCIENCE HOLDING CORP,integral science holding
BVS,BIOVENTUS CLASS A INC,bioventus
RXDX,PROMETHEUS BIOSCIENCES INC,prometheus biosciences
TSAT,TELESAT CLASS B VARIABLE VOTING CO,telesat variable
OLPX,OLAPLEX HOLDINGS INC,olaplex holdings
SGH,SMART GLOBAL HOLDINGS,smart global holdings
INFA,INFORMATICA INC CLASS A,informatica
FLNC,FLUENCE ENERGY INC,fluence energy
MXCT,MAXCYTE INC,maxcyte
DOUG WI,DOUGLAS ELLIMAN INC WHEN ISSUED,douglas elliman when issued
LTH,LIFE TIME GROUP HOLDINGS INC,life time group holdings
FHTX,FOGHORN THERAPEUTICS,foghorn therapeutics
DNUT,KRISPY KREME INC,krispy kreme
ACET,ADICET BIO INC,adicet bio
EWCZ,EUROPEAN WAX CENTER INC CLASS A,european wax center
TALS,TALARIS THERAPEUTICS INC,talaris therapeutics
ENFN,ENFUSION INC,enfusion
DICE,DICE THERAPEUTICS INC,dice therapeutics
STER,STERLING CHECK CORP,sterling check
CCRD,CORECARD CORP,corecard
CRGY,CRESCENT ENERGY INC-A,crescent energy
FSBC,FIVE STAR BANCORP,five star bancorp
TNYA,TENAYA THERAPEUTICS INC,tenaya therapeutics
HOWL,WEREWOLF THERAPEUTICS INC,werewolf therapeutics
EYPT,EYEPOINT PHARMACEUTICALS INC,eyepoint pharmaceuticals
IKNA,IKENA ONCOLOGY INC,ikena oncology
NGMS,NEOGAMES S A SA,neogames
FLNC,FLUENCE ENERGY INC CLASS A,fluence energy
DOUG,DOUGLAS ELLIMAN INC,douglas elliman
CRGY,CRESCENT ENERGY CLASS A,crescent energy
ATLC,ATLANTICUS HOLDINGS CORP,atlanticus holdings
JANX,JANUX THERAPEUTICS INC,janux therapeutics
ENFN,ENFUSION INC CLASS A,enfusion
RCEL,AVITA MEDICAL INC,avita medical
CEG,CONSTELLATION ENERGY CORP,constellation energy
AFIN US,NECESSITY RETAIL REIT INC CLASS A,necessity retail reit
BOC,BOSTON OMAHA CORP CLASS A,boston omaha
INST,INSTRUCTURE HOLDINGS INC,instructure holdings
BRBR,BELLRING BRANDS INC,bellring brands
LYEL,LYELL IMMUNOPHARMA INC,lyell immunopharma
CARE,CARTER BANKSHARES INC,carter bankshares
ZIMV,ZIMVIE INC,zimvie
PRCT,PROCEPT BIOROBOTICS CORP,procept biorobotics
GLUE,MONTE ROSA THERAPEUTICS INC,monte rosa therapeutics
ABSI,ABSCI CORP,absci
AFCG,AFC GAMMA INC,afc gamma
VERA,VERA THERAPEUTICS INC CLASS A,vera therapeutics
IMGO,IMAGO BIOSCIENCES INC,imago biosciences
XPOF,XPONENTIAL FITNESS INC CLASS A,xponential fitness
MLNK,MERIDIANLINK INC,meridianlink
IPSC,CENTURY THERAPEUTICS INC,century therapeutics
OMIC,SINGULAR GENOMICS SYSTEMS INC,singular genomics systems
PSTL,POSTAL REALTY TRUST INC CLASS A,postal realty
DAWN,DAY ONE BIOPHARMACEUTICALS INC,day one biopharmaceuticals
SGHT,SIGHT SCIENCES INC,sight sciences
CINC,CINCOR PHARMA INC,cincor pharma
SNPO,SNAP ONE HOLDINGS CORP,snap one holdings
GRPH,GRAPHITE BIO INC,graphite bio
AMLX,AMYLYX PHARMACEUTICALS INC,amylyx pharmaceuticals
ZGNX,ZOGENIX INC CVR,zogenix cvr
ESAB,ESAB CORP,esab
EMBC,EMBECTA CORP,embecta
MFA,MFA FINANCIAL INC,mfa financial
LBRT,LIBERTY ENERGY INC CLASS A,liberty energy
KRUS,KURA SUSHI USA INC,kura sushi usa
ASLE,AERSALE CORP,aersale
CURI,CURIOSITYSTREAM INC CLASS A,curiositystream
AZPN,ASPEN TECHNOLOGY INC,aspen technology
FYBR,FRONTIER COMMUNICATIONS PARENT INC,frontier communications parent
SOFI,SOFI TECHNOLOGIES INC,sofi technologies
OWL,BLUE OWL CAPITAL INC CLASS A,blue owl capital
MQ,MARQETA INC CLASS A,marqeta
RYAN,RYAN SPECIALTY HOLDINGS INC CLASS,ryan specialty holdings
VAL,VALARIS LTD,valaris
ABCL,ABCELLERA BIOLOGICS INC,abcellera biologics
AMR,ALPHA METALLURGICAL RESOURCE INC,alpha metallurgical resource
DUOL,DUOLINGO INC CLASS A,duolingo
DNA,GINKGO BIOWORKS HOLDINGS INC CLASS,ginkgo bioworks holdings
JXN,JACKSON FINANCIAL INC CLASS A,jackson financial
PRM,PERIMETER SOLUTIONS SA,perimeter solutions
CMTG,CLAROS MORTGAGE TRUST INC,claros mortgage
AUPH,AURINIA PHARMACEUTICALS INC,aurinia pharmaceuticals
JOBY,JOBY AVIATION INC CLASS A,joby aviation
HLMN,HILLMAN SOLUTIONS CORP,hillman solutions
PTRA,PROTERRA INC,proterra
LFG,ARCHAEA ENERGY INC CLASS A,archaea energy
ENVX,ENOVIX CORP,enovix
SLGC,SOMALOGIC INC CLASS A,somalogic
SRRA,SIERRA ONCOLOGY INC,sierra oncology
NE,NOBLE CORP,noble
BBUC,BROOKFIELD BUSINESS CORP CLASS A,brookfield business
LICY,LI CYCLE HOLDINGS CORP,li cycle holdings
AMPL,AMPLITUDE INC CLASS A,amplitude
MIR,MIRION TECHNOLOGIES INC CLASS A,mirion technologies
EE,EXCELERATE ENERGY INC CLASS A,excelerate energy
GPOR,GULFPORT ENERGY CORP,gulfport energy
FNA,PARAGON  INC,paragon
RKLB,ROCKET LAB USA INC,rocket lab usa
DO,DIAMOND OFFSHORE DRILLING INC,diamond offshore drilling
ACVA,ACV AUCTIONS INC CLASS A,acv auctions
EQRX,EQRX INC,eqrx
CBL,CBL ASSOCIATES PROPERTIES INC,cbl associates properties
LWLG,LIGHTWAVE LOGIC INC,lightwave logic
JBI,JANUS INTERNATIONAL GROUP INC,janus international group
FORG,FORGEROCK INC CLASS A,forgerock
FLNG,FLEX LNG LTD,flex lng
PL,PLANET LABS CLASS A,planet labs
MNTK,MONTAUK RENEWABLES INC,montauk renewables
INDI,INDIE SEMICONDUCTOR INC CLASS A,indie semiconductor
BORR,BORR DRILLING LTD,borr drilling
PUBM,PUBMATIC INC CLASS A,pubmatic
ZGN,Ermenegildo Zenga N V (A),ermenegildo zenga
TCBX,THIRD COAST BANCSHARES INC,third coast bancshares
CRGE,CHARGE ENTERPRISES INC,charge enterprises
KNTK,KINETIK HOLDINGS INC CLASS A,kinetik holdings
OSCR,OSCAR HEALTH INC CLASS A,oscar health
NNOX,NANO X IMAGING LTD,nano imaging
ME,23ANDME HOLDING CLASS A,23andme holding
THRY,THRYV HOLDINGS INC,thryv holdings
TARS,TARSUS PHARMACEUTICALS INC,tarsus pharmaceuticals
HLLY,HOLLEY INC,holley
VRDN,VIRIDIAN THERAPEUTICS ORS INC,viridian therapeutics ors
BIRD,ALLBIRDS INC CLASS A,allbirds
JMSB,JOHN MARSHALL BANCORP INC,john marshall bancorp
VZIO,VIZIO HOLDING CORP CLASS A,vizio holding
CDRE,CADRE HOLDINGS INC,cadre holdings
FEAM,5E ADVANCED MATERIALS INC,5e advanced materials
OB,OUTBRAIN INC,outbrain
ACHR,ARCHER AVIATION INC CLASS A,archer aviation
UP,WHEELS UP EXPERIENCE INC CLASS A,wheels up experience
VTYX,VENTYX BIOSCIENCES INC,ventyx biosciences
AURA,AURA BIOSCIENCES INC,aura biosciences
ROVR,ROVER GROUP INC CLASS A,rover group
HLTH,CUE HEALTH INC,cue health
MIRM,MIRUM PHARMACEUTICALS INC,mirum pharmaceuticals
CRDO,CREDO TECHNOLOGY GROUP HOLDING LTD,credo technology group holding
BRCC,BRC INC CLASS A,brc
CORZ,CORE SCIENTIFIC INC,core scientific
RXST,RXSIGHT INC,rxsight
CYXT,CYXTERA TECHNOLOGIES ORS CLASS A I,cyxtera technologies ors
COCO,THE VITA COCO COMPANY INC,the vita coco
FFIE,FARADAY FUTURE INTELLIGENT ELECTRI,faraday future intelligent electri
HIPO,HIPPO HOLDINGS INC CLASS A,hippo holdings
SMFR,SEMA4 HOLDINGS CORP CLASS A,sema4 holdings
XERS,XERIS BIOPHARMA HOLDINGS INC,xeris biopharma holdings
RKLY,ROCKLEY PHOTONICS HOLDINGS LTD,rockley photonics holdings
HYZN,HYZON MOTORS INC CLASS A,hyzon motors
NRDS,NERDWALLET INC CLASS A,nerdwallet
ACT,ENACT HOLDINGS INC,enact holdings
HPK,HIGHPEAK ENERGY INC,highpeak energy
NRGV,ENERGY VAULT HOLDINGS INC,energy vault holdings
SLDP,SOLID POWER INC CLASS A,solid power
MKFG,MARKFORGED HOLDING CORP,markforged holding
BLDE,BLADE AIR MOBILITY INC CLASS A,blade air mobility
MAPS,WM TECHNOLOGY INC CLASS A,wm technology
EVLV,EVOLV TECHNOLOGIES HOLDINGS INC CL,evolv technologies holdings cl
VWE,VINTAGE WINE ESTATES INC,vintage wine estates
FCUV,FOCUS UNIVERSAL INC,focus universal
BBIG,VINCO VENTURES INC,vinco ventures
WEBR,WEBER INC CLASS A,weber
QSI,QUANTUM SI INC CLASS A,quantum si
VLTA,VOLTA INC CLASS A,volta
ONDS,ONDAS HOLDINGS INC,ondas holdings
SNCE,SCIENCE 37 HOLDINGS INC,science holdings
CISO,CERBERUS CYBER SENTINEL CORP,cerberus cyber sentinel
TYDE,CRYPTYDE INC,cryptyde
CHRD,CHORD ENERGY CORP,chord energy
EHAB,ENHABIT INC,enhabit
WLLAW,CHORD ENERGY EQUITY WARRANTS EXP S,chord energy equity warrants exp
WLLBW,CHORD ENERGY EQUITY WARRANTS SERIE,chord energy equity warrants serie
TFM,FRESH MARKET ESCROW,fresh market escrow
PL,PLANET LABS PBC,planet labs pbc
PFHD,PROFESSIONAL HOLDING CORP CLASS A,professional holding
NE,NOBLE CORPORATION CORP,noble
PR,PERMIAN RESOURCES CORP CLASS A,permian resources
ACLX,ARCELLX INC,arcellx
PFHC,PROFRAC HOLDING CORP,profrac holding
SMR,NUSCALE POWER CORP CLASS A,nuscale power
NUVL,NUVALENT INC CLASS A,nuvalent
STRC,SARCOS TECHNOLOGY AND ROBOTICS COR,sarcos technology and robotics cor
HIPO,HIPPO HOLDINGS INC,hippo holdings
NE,NOBLE CORPORATION PLC,noble
ELME,ELME,elme
STEL,STELLAR BANCORP INC,stellar bancorp
XPER,XPERI INC,xperi
BHVN,BIOHAVEN LTD,biohaven
BHM WI,BLUEROCK HOMES TRUST INC CLASS A,bluerock homes
RXO WI,RXO INC,rxo
STR,SITIO ROYALTIES CORP CLASS A,sitio royalties
TNGX,TANGO THERAPEUTICS INC,tango therapeutics
OABI,OMNIAB INC,omniab
-,OMNIAB INC $12.50 VESTING Prvt,omniab vesting prvt
-,OMNIAB INC $15.00 VESTING Prvt,omniab vesting prvt
EVRG,EVERGY INC,evergy
FBIN,FORTUNE BRANDS INNOVATIONS INC,fortune brands innovations
UHAL B,U HAUL NON VOTING SERIES N,haul
STR,SITIO ROYALTIES INC CLASS A,sitio royalties
CCCS,CCC INTELLIGENT SOLUTIONS HOLDINGS,ccc intelligent solutions holdings
TFIN,TRIUMPH FINANCIAL INC,triumph financial
MBC,MASTERBRAND INC,masterbrand
UHAL,U HAUL HOLDING,haul holding
NUTX,NUTEX HEALTH INC,nutex health
FG,F&G ANNUITIES AND LIFE INC,annuities and life
