ticker,name_x,search_query
GNET,GLOBAL TRAFFIC NETWORK INC.,global traffic network
WATG,WONDER AUTO TECHNOLOGY INC.,wonder auto technology
REX,REX AMERICAN RESOURCES CORP,rex american resources
GRIF,INDUS REALTY TRUST INC,indus realty
RICK,RICKS CABARET INTERNATIONAL INC.,ricks cabaret international
GEOI,GEORESOURCES INC.,georesources
EBTX,ENCORE BANCSHARES INC.,encore bancshares
RNN,REXAHN PHARMACEUTICALS INC,rexahn pharmaceuticals
REVU,EDUCATION HOLDINGS 1 INC,education holdings
HRBN,HARBIN ELECTRIC INC.,harbin electric
HQSM,HQ SUSTAINABLE MARITIME INDUSTRIES,hq sustainable maritime industries
FUQI,FUQI INTERNATIONAL INC,fuqi international
CSKI,CHINA SKY ONE MEDICAL INC,china sky one medical
EGT,ELIXIR GAMING TECHNOLOGIES INC.,elixir gaming technologies
STSI,STAR SCIENTIFIC INC.,star scientific
CPSL,CHINA PRECISION STEEL INC.,china precision steel
HOME,HOME FEDERAL BANCORP INC,home federal bancorp
ACUR,ACURA PHARMACEUTICALS INC,acura pharmaceuticals
BWY,BWAY HOLDING CO,bway holding
FXCB,FOX CHASE BANCORP INC.,fox chase bancorp
GRHHQ,GREENHUNTER RESOURCES INC,greenhunter resources
LWAY,LIFEWAY FOODS INC,lifeway foods
SUTR,SUTOR TECHNOLOGY GROUP LTD,sutor technology group
SHF,SCHIFF NUTRITION INTERNATIONAL INC,schiff nutrition international
BIDZ,BIDZ.COM INC,bidz
MSHL,MEI PHARMA INC,mei pharma
BAGL,EINSTEIN NOAH RESTAURANT GROUP INC,einstein noah restaurant group
BFSB,BROOKLYN FEDERAL BANCORP IN COM,brooklyn federal bancorp in
ARTL,ARISTOTLE CORP COM NEW,aristotle new
ABI,APPLIED BIOSYSTEMS INC.,applied biosystems
LPS,LENDER PROCESSING SERVICES INC.,lender processing services
CRA,CELERA,celera
PMFG,PEERLESS MANUFACTURING CO.,peerless manufacturing
CNIT,CHINA INFORMATION TECHNOLOGY INC.,china information technology
TKTM,TICKETMASTER ENTERTAINMENT,ticketmaster entertainment
ILG,INTERVAL LEISURE GROUP INC,interval leisure group
2870498Z,DIGIMARCS DIGITAL WATERMAN,digimarcs digital waterman
APCVZ&,FRESENIUS KABI PHARMACEUTHLD,fresenius kabi pharmaceuthld
GRH,GREENHUNTER ENERGY INC WTS,greenhunter energy wts
RHIEQ,RHI ENTERTAINMENT INC.,rhi entertainment
RAX,RACKSPACE HOSTING INC,rackspace hosting
FSC,OAKTREE SPECIALTY LENDING CORP,oaktree specialty lending
CFL,BRINKS HOME SECURITY HOLDINGS,brinks home security holdings
GMRRQ,General Maritime Corp.,general maritime
FACT,FACET BIOTECH,facet biotech
-,GREENHUNTER ENERGY INC-WARRANT,greenhunter energy
INVHY,INVITEL HLDGS A/S ADS,invitel hldgs ads
JERT,JER INVESTORS TRUST REIT INC,jer investors reit
MJN,MEAD JOHNSON NUTRITION,mead johnson nutrition
TETAB,TETON ADVISORS INC,teton advisors
ZZ-R-W,SEALY CORP-RTS W/I,sealy rts
AIPC,AMERICAN ITALIAN PASTA A,american italian pasta
ABVT,ABOVENET INC.,abovenet
AMRX,AMNEAL PHARMACEUTICALS INC CLASS A,amneal pharmaceuticals
DGI,DIGITALGLOBE INC,digitalglobe
CSR,CSR LTD,csr
SIGA,SIGA TECHNOLOGIES INC,siga technologies
MITI,MICROMET INC.,micromet
CAST,CHINACAST EDUCATION CORP,chinacast education
SWI,SOLARWINDS INC,solarwinds
YORW,YORK WATER,york water
NKSH,NATIONAL BANKSHARES INC,national bankshares
RENT,RENTRAK CORP,rentrak
ATSI,ATS MEDICAL,ats medical
TUC,MAC-GRAY CORP.,mac gray
SUMT,SUMTOTAL SYSTEMS INC.,sumtotal systems
HMPRD,HAMPTON ROADS BANKSHARES INC.,hampton roads bankshares
DECC,D & E COMMUNICATIONS INC COM,communications
AMPH,AMERICAN PHYSICIAN SV GP,american physician sv gp
CHLN,CHINA HOUSING & LAND DEVELOPMENT I,china housing land development
ISTA,ISTA PHARMACEUTICALS INC.,ista pharmaceuticals
ROCM,ROCHESTER MEDICAL CORP,rochester medical
TIER,TIER TECHNOLOGIES INC B,tier technologies
ASGR,AMERICA SERVICE GROUP INC.,america service group
USBI,UNITED SECURITY BANCSHARES INC.,united security bancshares
PESI,PERMA-FIX ENVIRONMENTAL SERVICES I,perma fix environmental services
APAC,APAC CUSTOMER SERVICES INC.,apac customer services
HTWR,HEARTWARE INTERNATIONAL INC,heartware international
VASC,VASCULAR SOLUTIONS INC.,vascular solutions
MYRX,MYREXIS INC,myrexis
URZ,URANERZ ENERGY CORP,uranerz energy
ESBF,ESB FINANCIAL CORP.,esb financial
TOBC,TOWER BANCORP,tower bancorp
MAKO,MAKO SURGICAL CORP.,mako surgical
ALLI,ALLION HEALTHCARE INC.,allion healthcare
BSTC,BIOSPECIFICS TECHNOLOGIES CORP,biospecifics technologies
CLRT,CLARIENT,clarient
ALNC,ALLIANCE FINANCIAL CORP.,alliance financial
ACTI,ACTIVIDENTITY CORP,actividentity
GSIT,GSI TECHNOLOGY INC,gsi technology
PNNW,PENNICHUCK CORP.,pennichuck
ISRL,ISRAMCO INC,isramco
RPRX,REPROS THERAPEUTICS INC,repros therapeutics
GOOD,GLADSTONE COMMERCIAL REIT CORP,gladstone commercial reit
RBI,SPORT SUPPLY GROUP INC DEL COM,sport supply group del
TRCR,TRANSCEND SERVICES INC.,transcend services
UTRA,UNIVERSAL TRAVEL,universal travel
FRS,FRISCHS RESTAURANTS INC,frischs restaurants
SPEC,SPECTRUM CONTROL,spectrum control
PVSW,PERVASIVE SOFTWARE INC,pervasive software
CRED,CREDO PETROLEUM CORP.,credo petroleum
AHCI,ALLIED HEALTHCARE INTL,allied healthcare intl
HDIX,HOME DIAGNOSTICS INC DEL COM,home diagnostics del
HWK,HAWK CORP CL A,hawk cl
WEDC,WHITE ELECTR DESIGNS CORP COM,white electr designs
UBET,YOUBET COM INC COM,youbet
WEL,BOOTS & COOTS INC COM NEW,boots coots new
CRTX,CORNERSTONE THERAPEUTICS INC,cornerstone therapeutics
DDIC,DDI CORP.,ddi
NGAC,NORTH AMERN GALVANZNG & CTN COM,north amern galvanzng ctn
CHBT,CHINA-BIOTICS INC.,china biotics
BDSI,BIODELIVERY SCIENCES INTERNATIONAL,biodelivery sciences international
OPEN,OPENTABLE INC,opentable
NOVA,NOVAMED INC.,novamed
PZG,PARAMOUNT GOLD AND SILVER CORP,paramount gold and silver
SAAS,INCONTACT INC.,incontact
FPU,FLORIDA PUB UTILS CO COM,florida pub utils
CGA,CHINA GREEN AGRICULTURE INC,china green agriculture
EML,EASTERN,eastern
HGRD,HEALTH GRADES INC.,health grades
DRCO,DYNAMICS RESEARCH CORP,dynamics research
AMCS,AMICAS,amicas
PRPX,PORTEC RAIL PRODUCTS,portec rail products
SRSL,SRS LABS INC.,srs labs
MDF,METROPOLITAN HEALTH NETWORKS INC.,metropolitan health networks
WBCO,WASHINGTON BANKING,washington banking
FTGX,FIBERNET TELECOM GRP INC COM PAR $,fibernet telecom grp par
HTCO,HICKORY TECH CORP.,hickory tech
FFKY,FIRST FINANCIAL SERVICE CORP,first financial service
BARI,BANCORP RHODE ISLAND,bancorp rhode island
CBNK,CHICOPEE BANCORP INC,chicopee bancorp
DX,DYNEX CAPITAL REIT INC,dynex capital reit
CBNJ,CAPE BANCORP INC,cape bancorp
LEGC,LEGACY BANCORP INC/MA,legacy bancorp ma
CHTP,CHELSEA THERAPEUTICS INTERNATIONAL,chelsea therapeutics international
OFI,OVERHILL FARMS INC.,overhill farms
TOD,TODD SHIPYARDS CORP.,todd shipyards
EIHI,EASTERN INSURANCE HOLDINGS INC.,eastern insurance holdings
MIGP,MERCER INSURANCE,mercer insurance
CNU,CONTINUCARE CORP,continucare
ZAP,ZAPATA CORP.,zapata
SATC,SATCON TECHNOLOGY CORP.,satcon technology
ITLN,INTELLON CORP COM,intellon
DDRX,DIEDRICH COFFEE INC COM NEW,diedrich coffee new
MEMS,MEMSIC INC.,memsic
GIW,WILBER CORP,wilber
DWSN,TGC INDUSTRIES,tgc industries
MEDQ,MEDQUIST,medquist
MTXX,MATRIXX INITIATIVES,matrixx initiatives
VTGDF,VANTAGE DRILLING,vantage drilling
MATR,Mattersight Corporation,mattersight
NLCI,NOBEL LEARNING COMMUNITIES INC.,nobel learning communities
HEAT,SMARTHEAT INC.,smartheat
CBOU,CARIBOU COFFEE CO. INC.,caribou coffee
CTFO,CHINA TRANSINFO TECHNOLOGY CORP.,china transinfo technology
KFFB,KENTUCKY FIRST FEDERAL BANCORP,kentucky first federal bancorp
FCAL,FIRST CALIFORNIA FINANCIAL GROUP I,first california financial group
CBNRQ,CUBIC ENERGY INC,cubic energy
ARL,AMERICAN REALTY INVESTORS INC,american realty investors
NIVS,NIVS INTELLIMEDIA TECHNOLOGY GROUP,nivs intellimedia technology group
CAAS,CHINA AUTOMOTIVE SYSTEMS INC,china automotive systems
CHEV,CHEVIOT FINANCIAL CORP.,cheviot financial
HBOS,HERITAGE FINL GROUP COM,heritage finl group
TCI,TRANSCONTINENTAL REALTY INVESTORS,transcontinental realty investors
LGTY,LOGILITY INC COM,logility
HAWKQ,SEAHAWK DRILLING,seahawk drilling
CFN,CAREFUSION CORP,carefusion
EM,EMDEON INC,emdeon
PMT,PENNYMAC MORTGAGE INVESTMENT TRUST,pennymac mortgage investment
CYS,CYPRESS SHARPRIDGE INVESTMENTS INC,cypress sharpridge investments
IVR,INVESCO MORTGAGE CAPITAL REIT INC,invesco mortgage capital reit
-,ZION OIL & GAS INC - RTS,zion oil gas rts
DTV,DIRECTV,directv
LSTZA,LIBERTY MEDIA CORP. LIBERTY STARZ,liberty media liberty starz
TLCR,TALECRIS BIOTHERAPEUTICS HOLDINGS,talecris biotherapeutics holdings
ART,ARTIO GLOBAL INVESTORS INC CLASS A,artio global investors
AONEQ,A123 SYSTEMS INC,a123 systems
NWBI,NORTHWEST BANCSHARES INC,northwest bancshares
DOLE,DOLE FOOD CO. INC.,dole food
AGAM,AGA MEDICAL HOLDINGS,aga medical holdings
STRI,STR HOLDINGS INC,str holdings
RUE,RUE21 INC,rue21
CXS,CREXUS INVESTMENT CORP.,crexus investment
ARCL,ARCHIPELAGO LEARNING INC.,archipelago learning
VITC,VITACOST.COM INC,vitacost
ACOM,ANCESTRY.COM INC.,ancestry
GTEC,GLOBAL DEFENSE TECH,global defense tech
DYNP,DUOYUAN PRINTING INC,duoyuan printing
LIWA,LIHUA INTERNATIONAL INC,lihua international
CLWRR,CLEARWIRE CORP,clearwire
TW6,TOWERS WATSON  CLASS A,towers watson
MFGLQ,MF GLOBAL HOLDINGS LTD,mf global holdings
GOLE,GOLAR LNG ENGY LTD USD1.00,golar lng engy usd1
SFN,SFN GROUP CORP.,sfn group
GRM,GRAHAM PACKAGING CO. INC.,graham packaging
TRNO,TERRENO REALTY REIT CORP,terreno realty reit
CHSP,CHESAPEAKE LODGING TRUST REIT,chesapeake lodging reit
OABC,OMNIAMERICAN BANCORP INC.,omniamerican bancorp
SLRC,SLR INVESTMENT CORP,slr investment
CLU,CELLU TISSUE HOLDINGS,cellu tissue holdings
FSR,FLAGSTONE REINSURANCE HOLDINGS SA,flagstone reinsurance holdings
BRKB,BERKSHIRE HATHAWAY INC CLASS B,berkshire hathaway
COV,COVIDIEN PLC,covidien
TT,TRANE TECHNOLOGIES PLC,trane technologies
CBE,COOPER INDUSTRIES PLC CL A,cooper industries cl
WCRX,WARNER CHILCOTT PLC CLASS A,warner chilcott
GNA,GERDAU AMERISTEEL CORP COM,gerdau ameristeel
DEXO,DEX ONE CORP.,dex one
JAGGF,JAGUAR MINING INC,jaguar mining
PWER,POWER-ONE INC.,power one
REN,RESOLUTE ENERGY CORP.,resolute energy
XRTX,XYRATEX LTD,xyratex
KOG,KODIAK OIL AND GAS CORP,kodiak oil and gas
EPL,ENERGY PARTNERS LTD.,energy partners
HVB,HUDSON VALLEY HOLDING CORP,hudson valley holding
WAVX,WAVES SYSTEMS CORP CLASS A,waves systems
SPMD,SUPERMEDIA INC.,supermedia
PCYC,PHARMACYCLICS INC,pharmacyclics
GBDC,GOLUB CAPITAL BDC INC,golub capital bdc
BELM,BELL MICROPRODUCTS INC COM,bell microproducts
TCRD,FIRST EAGLE ALTERNATIVE CAPITAL BD,first eagle alternative capital bd
BTN,BALLANTYNE STRONG INC,ballantyne strong
BOFI,BOFI HOLDING INC,bofi holding
KEI,KEITHLEY INSTRUMENTS,keithley instruments
NEI,NETWORK ENGINES INC.,network engines
CODE,SPANSION INC. CL A,spansion cl
DFZ,RG BARRY CORP,rg barry
FURX,FURIEX PHARMACEUTICALS INC,furiex pharmaceuticals
CHINA,CDC CORP. CL A,cdc cl
MHRCQ,MAGNUM HUNTER RESOURCES CORP,magnum hunter resources
DLA,DELTA APPAREL INC,delta apparel
EXMCQ,EXCEL MARITIME CARRIERS,excel maritime carriers
JOEZ,DIFFERENTIAL BRANDS GROUP INC,differential brands group
PURE,PURE BIOSCIENCE,pure bioscience
VHC,VIRNETX HOLDING CORP,virnetx holding
BOOT,LACROSSE FOOTWEAR INC.,lacrosse footwear
AOXG,AOXING PHARMACEUTICAL INC,aoxing pharmaceutical
CGC,CAPITAL GOLD CORP COM NEW,capital gold new
EPM,EVOLUTION PETROLEUM CORP,evolution petroleum
OCNW,OCCAM NETWORKS,occam networks
LMNR,LIMONEIRA,limoneira
BALT,BALTIC TRADING LTD,baltic trading
KITDQ,KIT DIGITAL INC,kit digital
MERU,MERU NETWORKS INC,meru networks
VIAS,VIASYSTEMS GROUP INC.,viasystems group
EURX,EURAND N V SHS,eurand shs
SENO,SENORX INC.,senorx
RLOC,REACHLOCAL INC,reachlocal
EXL,EXCEL TRUST REIT INC,excel reit
ADGE,AMERICAN DG ENERGY INC,american dg energy
PZZ,PROSPECT MEDICAL HOLDINGS INC.,prospect medical holdings
NYMX,NYMOX PHARMACEUTICAL CORP,nymox pharmaceutical
HOKUQ,HOKU CORP,hoku
GST,GASTAR EXPLORATION INC,gastar exploration
GEGSQ,GLOBAL GEOPHYSICAL SERVICES INC,global geophysical services
FUBC,1ST UNITED BANCORP INC,1st united bancorp
DVOXQ,DYNAVOX INC CLASS A,dynavox
RODM,RODMAN & RENSHAW CAP GRP,rodman renshaw cap grp
AXTI,AXT INC,axt
RURL,RURAL/METRO CORP.,rural metro
CNVO,CONVIO INC.,convio
ACHI,R1 RCM INC,r1 rcm
TPCG,TPC GROUP INC.,tpc group
NYNY,EMPIRE RESORTS,empire resorts
USEG,US ENERGY CORP,us energy
FSII,FSI INTERNATIONAL INC.,fsi international
INHX,INHIBITEX INC,inhibitex
GFC,GEROVA FINANCIAL GROUP LTD.,gerova financial group
APPY,ASPENBIO PHARMA INC.,aspenbio pharma
SLTM,SOLTA MEDICAL INC.,solta medical
MILLQ,MILLER ENERGY RESOURCES INC,miller energy resources
ANTH,ANTHERA PHARMACEUTICALS INC,anthera pharmaceuticals
SGS,STREAM GLOBAL SERVICES INC.,stream global services
CIJN,CDC CL A,cdc cl
GVFG,GEROVA FINANCIAL GROUP LTD,gerova financial group
QLIK,QLIK TECHNOLOGIES INC.,qlik technologies
ONE,HIGHER ONE HOLDINGS INC.,higher one holdings
MDMD,MEDIAMIND TECHNOLOGIES INC.,mediamind technologies
GMANQ,GORDMANS STORES INC,gordmans stores
4110095Z,CONTANGO ORE INC,contango ore
GGP,GGP INC,ggp
SBRA,SABRA HEALTH CARE REIT INC,sabra health care reit
SUNH,SUN HEALTHCARE GROUP INC.,sun healthcare group
KFFG,KAISER FEDERAL FINANCIAL GROUP,kaiser federal financial group
HBOS,HERITAGE FINANCIAL GROUP INC,heritage financial group
CTGO,CONTANGO ORE INC,contango ore
NTSP,NETSPEND HOLDINGS INC.,netspend holdings
MMI,MOTOROLA MOBILITY HOLDINGS INC.,motorola mobility holdings
BOX,SEACUBE CONTAINER LEASING LTD.,seacube container leasing
STU,STUDENT LOAN ESCROW,student loan escrow
COV,COVIDIEN,covidien
JCG,J CREW GROUP INC (ESCROW),crew group escrow
ECYT,ENDOCYTE INC,endocyte
SUNS,SLR SENIOR INVESTMENT CORP,slr senior investment
MCC,MEDLEY CAPITAL CORP,medley capital
EPOC,EPOCRATES INC.,epocrates
GNOM,COMPLETE GENOMICS INC.,complete genomics
FRF,FORTEGRA FINANCIAL CORP.,fortegra financial
SWFT,SWIFT TRANSPORTATION  CLASS A,swift transportation
FSL,FREESCALE SEMICONDUCTOR LTD,freescale semiconductor
GORO,GOLD RESOURCE CORP,gold resource
HDY,HYPERDYNAMICS CORP,hyperdynamics
OCZTQ,OCZ TECHNOLOGY GROUP CORP,ocz technology group
MEDH,MEDQUIST HOLDINGS INC,medquist holdings
ARR,ARMOUR RESIDENTIAL REIT INC,armour residential reit
ARX,AEROFLEX HOLDING CORP,aeroflex holding
TPLMQ,TRIANGLE PETE CORP,triangle pete
TVIA,TERRAVIA INC,terravia
AUMN,GOLDEN MINERALS,golden minerals
ACTV,ACTIVE NETWORK INC.,active network
RPTP,RAPTOR PHARMACEUTICAL CORP.,raptor pharmaceutical
VGZ,VISTA GOLD CORP,vista gold
FRP,FAIRPOINT COMMUNICATIONS INC,fairpoint communications
LCRY,LECROY CORP.,lecroy
TMS,TMS INTERNATIONAL CORP. CL A,tms international cl
FRNK,FRANKLIN FINANCIAL CORP,franklin financial
MKTG,RESPONSYS INC,responsys
URG,UR ENERGY INC,ur energy
ICLK,INTERCLICK,interclick
HILL,DOT HILL SYSTEMS CORP.,dot hill systems
MDWCQ,MIDWAY GOLD CORP,midway gold
UPI,UROPLASTY INC.,uroplasty
AMPE,AMPIO PHARMACEUTICALS INC,ampio pharmaceuticals
DUSA,DUSA PHARMACEUTICALS INC.,dusa pharmaceuticals
VOG,VOYAGER OIL & GAS INC,voyager oil gas
SGA,SAGA COMMUNICATIONS INC CLASS A,saga communications
MTOX,MEDTOX SCIENTIFIC INC.,medtox scientific
SURG,SYNERGETICS USA INC.,synergetics usa
RVM,REVETT MINING INC,revett mining
ESSX,ESSEX RENT CORP,essex rent
ATX,COSTA CO CLASS A,costa
BBNK,BRIDGE CAPITAL HOLDINGS,bridge capital holdings
WCAA,WCA WASTE CORP,wca waste
NMFC,NEW MOUNTAIN FINANCE CORP,new mountain finance
UNTKQ,UNITEK GLOBAL SERVICES INC,unitek global services
CXPO,CRIMSON EXPLORATION INC.,crimson exploration
TSRX,TRIUS THERAPEUTICS INC.,trius therapeutics
CBKN,CAPITAL BANK CORP.,capital bank
FFNTQ,FRIENDFINDER NETWORKS INC,friendfinder networks
ININ,INTERACTIVE INTELLIGENCE GROUP INC,interactive intelligence group
DLLR,DFC GLOBAL CORP,dfc global
GRB,GERBER SCIENTIFIC ESCROW,gerber scientific escrow
LMCA,LIBERTY MEDIA CORP CLASS A,liberty media
LSTZA,LIBERTY INTERACTIVE CORP LIBERTY S,liberty interactive liberty
CYS,CYS INVESTMENTS REIT INC,cys investments reit
ASTX,ASTEX PHARMACEUTICALS INC,astex pharmaceuticals
BEAM,BEAM INC,beam
FIO,FUSION-IO INC,fusion io
VHS,VANGUARD HEALTH SYSTEMS INC.,vanguard health systems
AWAY,HOMEAWAY INC,homeaway
WAIR,WESCO AIRCRAFT HOLDINGS INC,wesco aircraft holdings
CJES,C&J ENERGY SERVICES INC.,energy services
AMTG,APOLLO RESIDENTIAL MORTGAGE INC.,apollo residential mortgage
KIORQ,KIOR INC CLASS A,kior
TEA,TEAVANA HOLDINGS INC.,teavana holdings
MTGE,AMERICAN CAPITAL MORTGAGE INVESTME,american capital mortgage investme
TNGO,TANGOE INC,tangoe
PWAVQ,POWERWAVE TECHNOLOGIES INC,powerwave technologies
MITT,AG MORTGAGE INVESTMENT TRUST REIT,mortgage investment reit
FDUS,FIDUS INVESTMENT CORP,fidus investment
MHRWW,MAGNUM HUNTER RESOURCES EQUITY WAR,magnum hunter resources equity war
XLS,EXELIS INC.,exelis
DGIT,DIGITAL GENERATION INC,digital generation
N3RN,NTELOS HOLDINGS,ntelos holdings
MOVE,MOVE INC,move
LMOS,LUMOS NETWORKS CORP,lumos networks
BNHN,BENIHANA INC.,benihana
6COP,COVIDIEN,covidien
DDMGQ,DIGITAL DOMAIN MEDIA GROUP INC,digital domain media group
DIAL,WESTWOOD ONE INC CLASS A,westwood one
OSHWQ,ORCHARD SUPPLY HARDWARE STORES COR,orchard supply hardware stores cor
OSHSQ,ORCHARD SUPPLY HARDWARE STORES PRE,orchard supply hardware stores pre
MODL,MMODAL INC.,mmodal
RSE,ROUSE PROPERTIES INC.,rouse properties
RSE,ROUSE PROPERTIES INC RTS,rouse properties rts
HTSI,HARRIS TEETER SUPERMARKETS INC,harris teeter supermarkets
SNECQ,SANCHEZ ENERGY INC,sanchez energy
RNDY,ROUNDYS INC,roundys
BCEI,BONANZA CREEK ENERGY INC,bonanza creek energy
HLSSF,HOME LOAN SERVICING SOLUTIONS LTD,home loan servicing solutions
GWAY,GREENWAY MEDICAL TECHNOLOGIES INC.,greenway medical technologies
FXAI,FX ALLIANCE INC,fx alliance
GSEHQ,GSE HOLDING INC,gse holding
CEMP,MELINTA THERAPEUTICS INC,melinta therapeutics
UNS,UNS ENERGY CORP,uns energy
HSH,HILLSHIRE BRANDS,hillshire brands
ARCT,AMERICAN REALTY CAPITAL TRUST INC,american realty capital
CRBC,CITIZENS REPUBLIC BANCORP INC,citizens republic bancorp
TUMI,TUMI HOLDINGS INC,tumi holdings
GEVA,SYNAGEVA BIOPHARMA CORP.,synageva biopharma
EVER,EVERBANK FINANCIAL CORP,everbank financial
ESIC,EASYLINK SERVICES INTERNATIONAL CO,easylink services international
SIR,SELECT INCOME REIT,select income reit
UAMY,UNITED STATES ANTIMONY CORP,united states antimony
ET,EXACTTARGET INC.,exacttarget
BNNY,ANNIES INC,annies
ARSD,ARABIAN AMERICAN DEVELOPMENT CO.,arabian american development
GDRZF,GOLD RESERVE INC CLASS A,gold reserve
GSVC,GSV CAPITAL CORP,gsv capital
BLOX,INFOBLOX INC,infoblox
WMC,WESTERN ASSET MORTGAGE CAPITAL REI,western asset mortgage capital rei
DWRE,DEMANDWARE INC,demandware
WRLS,TELULAR CORP.,telular
SVVC,FIRSTHAND TECHNOLOGY VALUE CF,firsthand technology value cf
MM,MILLENNIAL MEDIA INC,millennial media
RLOGQ,RAND LOGISTICS INC,rand logistics
IMUC,IMMUNOCELLULAR THERAPEUTICS LTD,immunocellular therapeutics
DGAS,DELTA NATURAL GAS INC,delta natural gas
GYRO,GYRODYNE CO. OF AMERICA INC.,gyrodyne america
SIFI,SI FINANCIAL GROUP INC,si financial group
INMD,INTEGRAMED AMERICA INC.,integramed america
SYRG,SRC ENERGY CORP,src energy
FMNB,FARMERS NATIONAL BANC CORP,farmers national banc
ADNC,AUDIENCE INC,audience
EDG,EDGEN GROUP INC CL A,edgen group cl
ZAZA,ZAZA ENERGY CORPORATION,zaza energy
SARA,SARATOGA RESOURCES INC,saratoga resources
BLMT,BSB BANCORP INC,bsb bancorp
HRZN,HORIZON TECHNOLOGY FINANCE CORP,horizon technology finance
PEOP,PEOPLES FEDERAL BANCSHARES INC,peoples federal bancshares
DSCI,DERMA SCIENCES INC,derma sciences
AE,ADAMS RESOURCES AND ENERGY INC,adams resources and energy
LION,FIDELITY SOUTHERN CORP,fidelity southern
HIFS,HINGHAM INSTITUTION FOR SAVINGS,hingham institution for savings
WWAY,WESTWAY GROUP INC.,westway group
FESLQ,FORBES ENERGY SERVICES LTD,forbes energy services
MFI,MICROFINANCIAL INC,microfinancial
CNDO,CORONADO BIOSCIENCES INC,coronado biosciences
ASMB,ASSEMBLY BIOSCIENCES INC,assembly biosciences
MEDW,MEDIWARE INFORMATION SYSTEMS INC.,mediware information systems
ENVI,ENVIVIO INC,envivio
PERFQ,PERFUMANIA HOLDINGS INC,perfumania holdings
AMBTQ,AMBIENT CORP,ambient
VSB,VANTAGESOUTH BANCSHARES INC,vantagesouth bancshares
EPL,EPL OIL & GAS INC,epl oil gas
CBF,CAPITAL BANK FINANCIAL CORP CLASS,capital bank financial
EOX,EMERALD OIL INC.,emerald oil
-,ALLOS THERAPEUTICS INC- SPIN OFF,allos therapeutics spin off
KTF,MONDELEZ INTERNATIONAL INC CLASS A,mondelez international
ADT,ADT CORPORATION,adt
SHFL,SHFL ENTERTAINMENT INC,shfl entertainment
ELOQ,ELOQUA INC,eloqua
0557910D,HYSTER-YALE MATERIALS HANDLING INC,hyster yale materials handling
SRSCQ,SEARS CDA INC,sears cda
KYAK,KAYAK SOFTWARE CORP. CL A,kayak software cl
DRTX,DURATA THERAPEUTICS INC,durata therapeutics
AMRE,AMREIT INC.,amreit
HPTX,HYPERION THERAPEUTICS INC,hyperion therapeutics
EOX,EMERALD OIL INC,emerald oil
CNSI,COMVERSE INC,comverse
SMPL,SIMPLICITY BANCORP INC,simplicity bancorp
RKUS,RUCKUS WIRELESS INC,ruckus wireless
KYTH,KYTHERA BIOPHARMACEUTICALS INC,kythera biopharmaceuticals
LOCK,LIFELOCK INC.,lifelock
SCM,STELLUS CAPITAL INVESTMENT CORP,stellus capital investment
JMI,JAVELIN MORTGAGE INVESTMENT CORP.,javelin mortgage investment
TRLA,TRULIA INC,trulia
AXLL,AXIALL CORP,axiall
STRZA,STARZ,starz
CWGL,CRIMSON WINE GROUP LTD,crimson wine group
TWGP,TOWER GROUP INTERNATIONAL LTD,tower group international
ARRS,ARRIS INTERNATIONAL INC,arris international
OFG,OFG BANCORP,ofg bancorp
SCTY,SOLARCITY CORP,solarcity
GPT,GRAMERCY PROPERTY TRUST  INC,gramercy property
XOOM,XOOM CORPORATION,xoom
WHF,WHITEHORSE FINANCE INC,whitehorse finance
OFS,OFS CAPITAL CORP,ofs capital
CHFN,CHARTER FINANCIAL CORP,charter financial
LPDX,LIPOSCIENCE INC,liposcience
CNOB,CONNECTONE BANCORP INC,connectone bancorp
CST,CST BRANDS INC,cst brands
FOXA,TWENTY FIRST CENTURY FOX INC CLASS,twenty first century fox
NWSA,NEWS CORP CLASS A,news
DYN,DYNEGY INC,dynegy
GPT,GRAMERCY PROPERTY REIT TRUST,gramercy property reit
BKW,BURGER KING WORLDWIDE INC,burger king worldwide
SSB,SOUTH STATE CORP,south state
KCG,KCG HOLDINGS INC CLASS A,kcg holdings
RESI,FRONT YARD RESIDENTIAL CORP,front yard residential
TAM,TAMINCO CORP,taminco
REMY,REMY INTERNATIONAL INC,remy international
AVIV,AVIV REIT INC.,aviv reit
STML,STEMLINE THERAPEUTICS INC,stemline therapeutics
VRNG,VRINGO INC,vringo
RALY,RALLY SOFTWARE DEVELOPMENT CORP,rally software development
AFOP,ALLIANCE FIBER OPTIC PRODUCTS INC,alliance fiber optic products
CUNB,CU BANCORP,cu bancorp
SSNI,SILVER SPRING NETWORKS INC,silver spring networks
EQU,EQUAL ENERGY LTD,equal energy
FSGI,FIRST SECURITY GROUP INC.,first security group
FMFC,FIRST M & F CORP.,first
PFLT,PENNANTPARK FLOATING RATE CAPITAL,pennantpark floating rate capital
DRLCQ,DORAL FINANCIAL CORP,doral financial
UNXLQ,UNI-PIXEL INC,uni pixel
EVRYQ,EVERYWARE GLOBAL INC,everyware global
RCPT,RECEPTOS INC,receptos
NTSC,NATIONAL TECHNICAL SYSTEMS INC.,national technical systems
FNBCQ,FIRST NBC BANK HOLDING,first nbc bank holding
EARN,ELLINGTON RESIDENTIAL MORTGAGE REI,ellington residential mortgage rei
PCYO,PURE CYCLE CORP,pure cycle
GARS,GARRISON CAPITAL INC,garrison capital
TSC,TRISTATE CAPITAL HOLDINGS INC,tristate capital holdings
